,X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount,dayofweek,hour,coords
14470,-8477343.79526238,5322594.84621719,14471,231301340,2023/03/17 10:39:00+00,1000 SPRING ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25,Friday,10,"('43.0697243', '-76.1532341')"
14471,,,14472,231501852,2023/03/17 10:44:00+00,300 FRANKLIN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Friday,10,"('43.048579', '-76.155638')"
14472,,,14473,231301342,2023/03/17 10:45:00+00,100 JOHN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,10,"('43.061265', '-76.149216')"
14473,,,14474,231301343,2023/03/17 10:45:00+00,100 JOHN ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25,Friday,10,"('43.061265', '-76.149216')"
14474,,,14475,371775D,2023/03/10 17:12:00+00,,NO PARKING ANY TIME CO15-316 (A)14,Issued,25,Friday,17,"(0, 0)"
14475,-8476854.87998926,5319351.93054359,14476,231501851,2023/03/17 10:43:00+00,300 FAYETTE ST W,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25,Friday,10,"('43.04900685', '-76.15629208375377')"
14476,,,14477,371777D,2023/03/10 17:15:00+00,,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Friday,17,"(0, 0)"
14477,,,14478,371776D,2023/03/10 17:14:00+00,,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25,Friday,17,"(0, 0)"
14478,,,14479,231301344,2023/03/17 10:46:00+00,200 JOHN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,10,"('43.0678987', '-76.1447697')"
14479,,,14480,371778D,2023/03/10 17:17:00+00,,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25,Friday,17,"(0, 0)"
14480,,,14481,371779D,2023/03/10 17:18:00+00,,NO PARKING ANY TIME CO15-316 (A)14,Issued,25,Friday,17,"(0, 0)"
14481,,,14482,231501853,2023/03/17 10:48:00+00,100 WALTON ST,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Friday,10,"('43.048044', '-76.153734')"
14482,,,14483,231301345,2023/03/17 10:56:00+00,700 BEECH ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Friday,10,"('43.0421469', '-76.1219186')"
14483,,,14484,231501854,2023/03/17 10:53:00+00,100 JEFFERSON ST W,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Friday,10,"('43.047121', '-76.152397')"
14484,,,14485,410642D,2023/03/09 22:14:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Thursday,22,"(0, 0)"
14485,,,14486,410643D,2023/03/09 22:19:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Thursday,22,"(0, 0)"
14486,,,14487,231301347,2023/03/17 10:56:00+00,700 BEECH ST S,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,10,"('43.0421469', '-76.1219186')"
14487,,,14488,410644D,2023/03/09 22:26:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Thursday,22,"(0, 0)"
14488,,,14489,231501855,2023/03/17 10:56:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Friday,10,"('43.048561', '-76.152329')"
14489,,,14490,231501856,2023/03/17 11:03:00+00,200 JEFFERSON ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Friday,11,"('43.0468838', '-76.1551802')"
14490,,,14491,231301346,2023/03/17 10:56:00+00,700 BEECH ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Friday,10,"('43.0421469', '-76.1219186')"
14491,,,14492,410645D,2023/03/09 22:28:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Thursday,22,"(0, 0)"
14492,,,14493,410646D,2023/03/09 22:32:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,22,"(0, 0)"
14493,,,14494,231501857,2023/03/17 11:05:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Friday,11,"('43.0468838', '-76.1551802')"
14494,,,14495,231501858,2023/03/17 11:06:00+00,200 JEFFERSON ST W,NO PARKING ANY TIME CO15-316 (A)14,Issued,25,Friday,11,"('43.0468838', '-76.1551802')"
14495,,,14496,410647D,2023/03/09 22:36:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Thursday,22,"(0, 0)"
14496,,,14497,231501859,2023/03/17 11:09:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Friday,11,"('43.0468838', '-76.1551802')"
14497,,,14498,231501860,2023/03/17 11:11:00+00,200 JEFFERSON ST W CITY LOT,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Friday,11,"(0, 0)"
14498,,,14499,410648D,2023/03/09 22:37:00+00,,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,22,"(0, 0)"
14499,,,14500,410649D,2023/03/09 22:37:00+00,,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25,Thursday,22,"(0, 0)"
14500,-8477327.26426702,5316454.14145292,14501,230701264,2023/03/17 11:12:00+00,300 KENNEDY ST W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,11,"('43.0294584', '-76.1531371')"
14501,-8477327.26426702,5316454.14145292,14502,230701263,2023/03/17 11:10:00+00,300 KENNEDY ST W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,11,"('43.0294584', '-76.1531371')"
14502,,,14503,231501861,2023/03/17 11:13:00+00,200 JEFFERSON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Friday,11,"('43.0468838', '-76.1551802')"
14503,-8477617.80821677,5315646.92320736,14504,230701265,2023/03/17 11:16:00+00,100 ROCKLAND AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Friday,11,"('43.0241401', '-76.1557346')"
14504,,,14505,231501862,2023/03/17 11:18:00+00,200 JEFFERSON ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Friday,11,"('43.0468838', '-76.1551802')"
14505,,,14506,230701266,2023/03/17 11:20:00+00,100 BISSELL ST W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,11,"('43.02591', '-76.159008')"
14506,-8477617.80821677,5315646.92320736,14507,230701268,2023/03/17 11:22:00+00,100 ROCKLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,11,"('43.0241401', '-76.1557346')"
14507,-8477617.80821677,5315646.92320736,14508,230701269,2023/03/17 11:24:00+00,100 ROCKLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,11,"('43.0241401', '-76.1557346')"
14508,,,14509,230701267,2023/03/17 11:20:00+00,100 BISSELL ST W,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25,Friday,11,"('43.02591', '-76.159008')"
14509,,,14510,394491D,2023/03/11 23:52:00+00,300 FURMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,23,"('43.030552', '-76.153593')"
14510,-8470263.54172963,5318438.90676702,14511,231501864,2023/03/17 11:32:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Friday,11,"('43.0515633', '-76.1536655')"
14511,-8470263.54172963,5318438.90676702,14512,231501865,2023/03/17 11:32:00+00,200 GENESEE ST W,PRKD 12 IN FROM CURB/ALL CO15-301,Issued,25,Friday,11,"('43.0515633', '-76.1536655')"
14512,-8470263.54172963,5318438.90676702,14513,231501863,2023/03/17 11:31:00+00,200 GENESEE ST W,PRKD 12 IN FROM CURB/ALL CO15-301,Issued,25,Friday,11,"('43.0515633', '-76.1536655')"
14513,,,14514,391505D,2023/03/12 03:22:00+00,100 DELONG AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Sunday,03,"('43.069985', '-76.150154')"
14514,,,14515,395650D,2023/03/14 06:43:00+00,100 HAMILTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Tuesday,06,"('43.051799', '-76.183351')"
14515,,,14516,391504D,2023/03/12 03:19:00+00,100 DELONG AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Sunday,03,"('43.069985', '-76.150154')"
14516,,,14517,231600017,2023/03/19 11:09:00+00,608 ASH ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Sunday,11,"('43.0617742', '-76.1476126')"
14517,,,14518,231600019,2023/03/19 11:09:00+00,608 ASH ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Sunday,11,"('43.0617742', '-76.1476126')"
14518,,,14519,408756D,2023/03/11 21:05:00+00,200 KIRK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Saturday,21,"('43.0292138', '-76.1495705')"
14519,,,14520,231600018,2023/03/19 11:09:00+00,608 ASH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Sunday,11,"('43.0617742', '-76.1476126')"
14520,,,14521,230100990,2023/03/20 09:13:00+00,800 SUMNER AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,09,"('43.036339', '-76.125755')"
14521,,,14522,231501866,2023/03/20 09:13:00+00,700 STATE ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Monday,09,"(0, 0)"
14522,,,14523,230100991,2023/03/20 09:13:00+00,800 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.036339', '-76.125755')"
14523,,,14524,231501867,2023/03/20 09:14:00+00,700 STATE ST S,PRKD 12 IN FROM CURB/ALL CO15-301,Issued,25,Monday,09,"(0, 0)"
14524,-8477088.31705368,5319361.52736912,14525,23501675,2023/03/20 09:16:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Monday,09,"('43.048532949999995', '-76.15107612442631')"
14525,-8477088.31705368,5319361.52736912,14526,23501674,2023/03/20 09:14:00+00,300 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.048532949999995', '-76.15107612442631')"
14526,,,14527,231501868,2023/03/20 09:18:00+00,600 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,09,"('43.0415743', '-76.1723785')"
14527,,,14528,230100992,2023/03/20 09:18:00+00,800 ACKERMAN AVE,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,60,Monday,09,"('43.036408', '-76.124493')"
14528,-8477088.31705368,5319361.52736912,14529,23501677,2023/03/20 09:17:00+00,300 WARREN ST S,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,60,Monday,09,"('43.048532949999995', '-76.15107612442631')"
14529,-8477088.31705368,5319361.52736912,14530,23501676,2023/03/20 09:17:00+00,300 WARREN ST S,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.048532949999995', '-76.15107612442631')"
14530,-8477088.31705368,5319361.52736912,14531,23501678,2023/03/20 09:19:00+00,300 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,09,"('43.048532949999995', '-76.15107612442631')"
14531,-8477088.31705368,5319361.52736912,14532,23501679,2023/03/20 09:20:00+00,300 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.048532949999995', '-76.15107612442631')"
14532,,,14533,230901047,2023/03/20 09:21:00+00,100 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.053253', '-76.145446')"
14533,,,14534,23501680,2023/03/20 09:22:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.046945', '-76.150633')"
14534,,,14535,231501869,2023/03/20 09:21:00+00,600 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,09,"('43.0415743', '-76.1723785')"
14535,,,14536,23501681,2023/03/20 09:22:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.046945', '-76.150633')"
14536,,,14537,231501870,2023/03/20 09:24:00+00,200 MADISON ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100,Monday,09,"('43.045396', '-76.148647')"
14537,,,14538,230100993,2023/03/20 09:26:00+00,100 REDFIELD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.037424', '-76.123079')"
14538,,,14539,23501682,2023/03/20 09:29:00+00,200 JEFFERSON ST E,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,09,"('43.046945', '-76.150633')"
14539,,,14540,230100994,2023/03/20 09:33:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.037894', '-76.128155')"
14540,,,14541,231501872,2023/03/20 09:32:00+00,400 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,09,"('43.046942', '-76.149107')"
14541,,,14542,231501871,2023/03/20 09:30:00+00,400 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.046942', '-76.149107')"
14542,,,14543,230100996,2023/03/20 09:38:00+00,700 COMSTOCK AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,60,Monday,09,"('43.039224', '-76.130184')"
14543,-8477040.22700585,5318848.7967981,14544,231501873,2023/03/20 09:36:00+00,100 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.04510965', '-76.15038587478017')"
14544,-8477040.22700585,5318848.7967981,14545,231501874,2023/03/20 09:37:00+00,100 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.04510965', '-76.15038587478017')"
14545,,,14546,23501683,2023/03/20 09:39:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.048555', '-76.15158')"
14546,,,14547,23501684,2023/03/20 09:40:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.048555', '-76.15158')"
14547,,,14548,230100997,2023/03/20 09:40:00+00,700 COMSTOCK AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,09,"('43.039224', '-76.130184')"
14548,,,14549,230901048,2023/03/20 09:40:00+00,400 HICKORY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Monday,09,"('43.054629', '-76.148209')"
14549,,,14550,230901049,2023/03/20 09:41:00+00,400 HICKORY ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,60,Monday,09,"('43.054629', '-76.148209')"
14550,,,14551,SH32045,2023/03/16 18:06:00+00, DESTINY USA - MACY'S,HANDICAP PARKING-OFF STREET VTL1203C4,Adjudication Pending ,100,Thursday,18,"(0, 0)"
14551,,,14552,23501685,2023/03/20 09:42:00+00,200 BANK ALLEY,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.048555', '-76.15158')"
14552,,,14553,230901050,2023/03/20 09:42:00+00,400 HICKORY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.054629', '-76.148209')"
14553,-8478652.74541476,5316996.89454295,14554,231501875,2023/03/20 09:41:00+00,200 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.066684', '-76.0765269')"
14554,-8478652.74541476,5316996.89454295,14555,231501876,2023/03/20 09:44:00+00,200 ONONDAGA ST E,NO PARKING ANY TIME CO15-316 (A)14,Issued,25,Monday,09,"('43.066684', '-76.0765269')"
14555,,,14556,230701270,2023/03/20 09:43:00+00,200 CLINTON ST,MISC,Issued,25,Monday,09,"('43.0630653', '-76.0843259')"
14556,,,14557,410651D,2023/03/09 21:45:00+00,400 MARSHALL ST.,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Thursday,21,"('43.04113085', '-76.12978748333698')"
14557,-8477183.4951778,5319493.14196284,14558,23501686,2023/03/20 09:44:00+00,100 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.0493828', '-76.1518326')"
14558,-8477183.4951778,5319493.14196284,14559,23501687,2023/03/20 09:45:00+00,100 WASHINGTON ST E,PRKD 12 IN FROM CURB/ALL CO15-301,Issued,25,Monday,09,"('43.0493828', '-76.1518326')"
14559,,,14560,231501877,2023/03/20 09:46:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Monday,09,"('43.046903', '-76.150912')"
14560,,,14561,410653D,2023/03/10 09:55:00+00,900 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Friday,09,"('43.045248', '-76.134196')"
14561,-8477183.4951778,5319493.14196284,14562,23501688,2023/03/20 09:46:00+00,100 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,09,"('43.0493828', '-76.1518326')"
14562,-8476876.92134372,5320206.08621212,14563,230901051,2023/03/20 09:48:00+00,300 HICKORY ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.05402', '-76.149462')"
14563,,,14564,231501878,2023/03/20 09:49:00+00,400 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.046903', '-76.150912')"
14564,-8475090.07642446,5318437.53591902,14565,230100998,2023/03/20 09:48:00+00,200 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.04245675', '-76.1331655')"
14565,,,14566,23501689,2023/03/20 09:49:00+00,200 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.049428', '-76.15086')"
14566,,,14567,230101000,2023/03/20 09:51:00+00,400 MARSHALL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.04113085', '-76.12978748333698')"
14567,,,14568,230100999,2023/03/20 09:51:00+00,400 MARSHALL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,09,"('43.04113085', '-76.12978748333698')"
14568,,,14569,230901052,2023/03/20 09:52:00+00,400 PROSPECT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.057007', '-76.150178')"
14569,,,14570,230901053,2023/03/20 09:53:00+00,400 PROSPECT AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25,Monday,09,"('43.057007', '-76.150178')"
14570,,,14571,23501691,2023/03/20 09:53:00+00,200 WASHINGTON ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Void Approved,0,Monday,09,"('43.049466', '-76.15058')"
14571,,,14572,23501690,2023/03/20 09:52:00+00,200 WASHINGTON ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,09,"('43.049466', '-76.15058')"
14572,,,14573,230101001,2023/03/20 09:54:00+00,400 MARSHALL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60,Monday,09,"('43.04113085', '-76.12978748333698')"
14573,,,14574,230101002,2023/03/20 09:54:00+00,400 MARSHALL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.04113085', '-76.12978748333698')"
14574,-8477291.19680058,5319070.88526748,14575,231501879,2023/03/20 09:56:00+00,400 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,09,"('43.0466087', '-76.1527955')"
14575,,,14576,23501692,2023/03/20 09:59:00+00,100 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.050764', '-76.150873')"
14576,,,14577,230701271,2023/03/20 09:59:00+00,500 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,09,"('43.05111', '-76.170826')"
14577,,,14578,23501694,2023/03/20 10:02:00+00,100 WATER ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,10,"('43.050453', '-76.152021')"
14578,-8477092.82541673,5318776.13941119,14579,231501880,2023/03/20 09:59:00+00,100 ONONDAGA ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,09,"('43.0641206', '-76.0712389')"
14579,,,14580,230101003,2023/03/20 10:02:00+00,600 WALNUT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.045179', '-76.132259')"
14580,,,14581,23501696,2023/03/20 10:03:00+00,100 WATER ST E,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,60,Monday,10,"('43.050453', '-76.152021')"
14581,,,14582,23501695,2023/03/20 10:03:00+00,100 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,10,"('43.050453', '-76.152021')"
14582,,,14583,230901054,2023/03/20 10:04:00+00, CITY LOT 2,NO PERMIT/ALL TIMES CO15-365,Issued,25,Monday,10,"(0, 0)"
14583,-8475090.07642446,5318437.53591902,14584,230101004,2023/03/20 10:06:00+00,200 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,10,"('43.04245675', '-76.1331655')"
14584,,,14585,23501697,2023/03/20 10:07:00+00,100 ERIE BLVD E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25,Monday,10,"('43.050819', '-76.152009')"
14585,-8477103.84609634,5318843.3131281,14586,231501881,2023/03/20 10:04:00+00,500 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,10,"('43.0451138', '-76.1511173')"
14586,,,14587,23501698,2023/03/20 10:08:00+00,100 ERIE BLVD E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Monday,10,"('43.050819', '-76.152009')"
14587,,,14588,23501699,2023/03/20 10:08:00+00,100 ERIE BLVD E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Monday,10,"('43.050819', '-76.152009')"
14588,,,14589,231501883,2023/03/20 10:15:00+00,100 LINCOLN AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,10,"('43.039236', '-76.157468')"
14589,,,14590,231501882,2023/03/20 10:15:00+00,100 LINCOLN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.039236', '-76.157468')"
14590,-8475030.96582144,5318551.31628747,14591,230101005,2023/03/20 10:14:00+00,700 WALNUT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Monday,10,"('43.04403', '-76.132275')"
14591,,,14592,23501700,2023/03/20 10:16:00+00,300 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,10,"('43.050398', '-76.14916')"
14592,-8478805.53141154,5319749.52146844,14593,230701272,2023/03/20 10:09:00+00,400 WILKINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0510821', '-76.1664182')"
14593,,,14594,231501884,2023/03/20 10:17:00+00,100 LINCOLN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Monday,10,"('43.039236', '-76.157468')"
14594,,,14595,230101006,2023/03/20 10:19:00+00,800 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25,Monday,10,"('43.0421053', '-76.1324459')"
14595,,,14596,23501701,2023/03/20 10:16:00+00,300 WATER ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25,Monday,10,"('43.050398', '-76.14916')"
14596,,,14597,231501886,2023/03/20 10:24:00+00,100 CLOVER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.034558', '-76.157128')"
14597,,,14598,230701273,2023/03/20 10:20:00+00,500 PARK AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,10,"('43.0736821', '-76.0791797')"
14598,-8477789.12891569,5317473.88538145,14599,231501885,2023/03/20 10:19:00+00,200 LINCOLN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0361496', '-76.157333')"
14599,,,14600,231501887,2023/03/20 10:25:00+00,100 CLOVER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.034558', '-76.157128')"
14600,,,14601,230701274,2023/03/20 10:25:00+00,700 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0754206', '-76.0793318')"
14601,,,14602,231501888,2023/03/20 10:26:00+00,100 CLOVER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.034558', '-76.157128')"
14602,,,14603,231501890,2023/03/20 10:28:00+00,100 CLOVER ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,10,"('43.034558', '-76.157128')"
14603,,,14604,230701275,2023/03/20 10:27:00+00,700 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0754206', '-76.0793318')"
14604,,,14605,231501889,2023/03/20 10:27:00+00,100 CLOVER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.034558', '-76.157128')"
14605,,,14606,230701276,2023/03/20 10:28:00+00,700 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0754206', '-76.0793318')"
14606,,,14607,230701277,2023/03/20 10:29:00+00,700 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0754206', '-76.0793318')"
14607,,,14608,231501891,2023/03/20 10:29:00+00,500 SOUTH AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Monday,10,"('43.0343579', '-76.1590855')"
14608,-8470967.86009183,5319454.7541964,14609,23501702,2023/03/20 10:28:00+00,400 FAYETTE ST E,LIMITED PARKING ONLY/ALL TIMES CO15-365,Issued,25,Monday,10,"('43.048533', '-76.147252')"
14609,,,14610,230701278,2023/03/20 10:29:00+00,700 PARK AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,10,"('43.0754206', '-76.0793318')"
14610,,,14611,411881D,2023/03/13 09:39:00+00,100 ASHWORTH PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Monday,09,"('43.047635', '-76.134138')"
14611,,,14612,230701279,2023/03/20 10:31:00+00,700 PARK AVE,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25,Monday,10,"('43.0754206', '-76.0793318')"
14612,,,14613,231501892,2023/03/20 10:34:00+00,500 TALLMAN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60,Monday,10,"('43.0367285', '-76.1564746')"
